Participant,Age,Language,Ethnicity,Gender,Evaluation.Type,Condition,Profile Number,Order,Text,Liking,Attention Check,MR1,MR2,MR3,MR4,MR5,MR6,MR7,MR8,MR9,MR10,MR11,MR12,MR13,MR14,MR15,MR16,MR17,MR18,MR19,MR20,MR.Composite
99,34,English,White,Female,Actual,Control,10,Order2,,5,,4,5,2,4,4,6,4,5,5,5,2,3,5,2,5,3,2,6,3,4,3.75
99,34,English,White,Female,Actual,Control,8,Order2,,4,,4,5,2,4,4,6,4,5,5,5,2,3,5,2,5,3,2,6,3,4,3.75
99,34,English,White,Female,Actual,Control,14,Order2,,3,,4,5,2,4,4,6,4,5,5,5,2,3,5,2,5,3,2,6,3,4,3.75
99,34,English,White,Female,Actual,Maximize,1,Order2,,4,,4,5,2,4,4,6,4,5,5,5,2,3,5,2,5,3,2,6,3,4,3.75
99,34,English,White,Female,Actual,Control,16,Order2,,5,,4,5,2,4,4,6,4,5,5,5,2,3,5,2,5,3,2,6,3,4,3.75
99,34,English,White,Female,Actual,Control,17,Order2,,3,,4,5,2,4,4,6,4,5,5,5,2,3,5,2,5,3,2,6,3,4,3.75
99,34,English,White,Female,Actual,Control,3,Order2,,3,,4,5,2,4,4,6,4,5,5,5,2,3,5,2,5,3,2,6,3,4,3.75
99,34,English,White,Female,Actual,Maximize,9,Order2,,2,,4,5,2,4,4,6,4,5,5,5,2,3,5,2,5,3,2,6,3,4,3.75
100,47,English,White,Male,Actual,Control,11,Order2,,4,,5,4,5,5,3,4,3,3,5,3,4,2,6,5,4,4,3,4,4,3,3.55
100,47,English,White,Male,Actual,Maximize,4,Order2,,5,,5,4,5,5,3,4,3,3,5,3,4,2,6,5,4,4,3,4,4,3,3.55
100,47,English,White,Male,Actual,Maximize,6,Order2,,5,,5,4,5,5,3,4,3,3,5,3,4,2,6,5,4,4,3,4,4,3,3.55
100,47,English,White,Male,Actual,Maximize,12,Order2,,4,,5,4,5,5,3,4,3,3,5,3,4,2,6,5,4,4,3,4,4,3,3.55
100,47,English,White,Male,Actual,Control,5,Order2,,6,,5,4,5,5,3,4,3,3,5,3,4,2,6,5,4,4,3,4,4,3,3.55
100,47,English,White,Male,Actual,Maximize,7,Order2,,4,,5,4,5,5,3,4,3,3,5,3,4,2,6,5,4,4,3,4,4,3,3.55
100,47,English,White,Male,Actual,Maximize,15,Order2,,5,,5,4,5,5,3,4,3,3,5,3,4,2,6,5,4,4,3,4,4,3,3.55
100,47,English,White,Male,Actual,Maximize,2,Order2,,4,,5,4,5,5,3,4,3,3,5,3,4,2,6,5,4,4,3,4,4,3,3.55
100,47,English,White,Male,Actual,Control,18,Order2,,3,,5,4,5,5,3,4,3,3,5,3,4,2,6,5,4,4,3,4,4,3,3.55
100,47,English,White,Male,Actual,Control,13,Order2,,6,,5,4,5,5,3,4,3,3,5,3,4,2,6,5,4,4,3,4,4,3,3.55
100,47,English,White,Male,Actual,Control,10,Order2,,4,,5,4,5,5,3,4,3,3,5,3,4,2,6,5,4,4,3,4,4,3,3.55
100,47,English,White,Male,Actual,Control,8,Order2,,5,,5,4,5,5,3,4,3,3,5,3,4,2,6,5,4,4,3,4,4,3,3.55
100,47,English,White,Male,Actual,Control,14,Order2,,3,,5,4,5,5,3,4,3,3,5,3,4,2,6,5,4,4,3,4,4,3,3.55
100,47,English,White,Male,Actual,Maximize,1,Order2,,5,,5,4,5,5,3,4,3,3,5,3,4,2,6,5,4,4,3,4,4,3,3.55
100,47,English,White,Male,Actual,Control,16,Order2,,4,,5,4,5,5,3,4,3,3,5,3,4,2,6,5,4,4,3,4,4,3,3.55
100,47,English,White,Male,Actual,Control,17,Order2,,4,,5,4,5,5,3,4,3,3,5,3,4,2,6,5,4,4,3,4,4,3,3.55
100,47,English,White,Male,Actual,Control,3,Order2,,5,,5,4,5,5,3,4,3,3,5,3,4,2,6,5,4,4,3,4,4,3,3.55
100,47,English,White,Male,Actual,Maximize,9,Order2,,2,,5,4,5,5,3,4,3,3,5,3,4,2,6,5,4,4,3,4,4,3,3.55
101,27,English,Hispanic,Female,Actual,Control,11,Order2,,6,,3,4,4,6,4,2,3,3,6,3,4,3,3,3,5,4,3,3,6,3,3.15
101,27,English,Hispanic,Female,Actual,Maximize,4,Order2,,6,,3,4,4,6,4,2,3,3,6,3,4,3,3,3,5,4,3,3,6,3,3.15
101,27,English,Hispanic,Female,Actual,Maximize,6,Order2,,6,,3,4,4,6,4,2,3,3,6,3,4,3,3,3,5,4,3,3,6,3,3.15
101,27,English,Hispanic,Female,Actual,Maximize,12,Order2,,6,,3,4,4,6,4,2,3,3,6,3,4,3,3,3,5,4,3,3,6,3,3.15
101,27,English,Hispanic,Female,Actual,Control,5,Order2,,6,,3,4,4,6,4,2,3,3,6,3,4,3,3,3,5,4,3,3,6,3,3.15
101,27,English,Hispanic,Female,Actual,Maximize,7,Order2,,6,,3,4,4,6,4,2,3,3,6,3,4,3,3,3,5,4,3,3,6,3,3.15
101,27,English,Hispanic,Female,Actual,Maximize,15,Order2,,6,,3,4,4,6,4,2,3,3,6,3,4,3,3,3,5,4,3,3,6,3,3.15
101,27,English,Hispanic,Female,Actual,Maximize,2,Order2,,5,,3,4,4,6,4,2,3,3,6,3,4,3,3,3,5,4,3,3,6,3,3.15
101,27,English,Hispanic,Female,Actual,Control,18,Order2,,1,,3,4,4,6,4,2,3,3,6,3,4,3,3,3,5,4,3,3,6,3,3.15
101,27,English,Hispanic,Female,Actual,Control,13,Order2,,6,,3,4,4,6,4,2,3,3,6,3,4,3,3,3,5,4,3,3,6,3,3.15
101,27,English,Hispanic,Female,Actual,Control,10,Order2,,6,,3,4,4,6,4,2,3,3,6,3,4,3,3,3,5,4,3,3,6,3,3.15
101,27,English,Hispanic,Female,Actual,Control,8,Order2,,5,,3,4,4,6,4,2,3,3,6,3,4,3,3,3,5,4,3,3,6,3,3.15
101,27,English,Hispanic,Female,Actual,Control,14,Order2,,6,,3,4,4,6,4,2,3,3,6,3,4,3,3,3,5,4,3,3,6,3,3.15
101,27,English,Hispanic,Female,Actual,Maximize,1,Order2,,6,,3,4,4,6,4,2,3,3,6,3,4,3,3,3,5,4,3,3,6,3,3.15
101,27,English,Hispanic,Female,Actual,Control,16,Order2,,6,,3,4,4,6,4,2,3,3,6,3,4,3,3,3,5,4,3,3,6,3,3.15
101,27,English,Hispanic,Female,Actual,Control,17,Order2,,5,,3,4,4,6,4,2,3,3,6,3,4,3,3,3,5,4,3,3,6,3,3.15
101,27,English,Hispanic,Female,Actual,Control,3,Order2,,5,,3,4,4,6,4,2,3,3,6,3,4,3,3,3,5,4,3,3,6,3,3.15
101,27,English,Hispanic,Female,Actual,Maximize,9,Order2,,5,,3,4,4,6,4,2,3,3,6,3,4,3,3,3,5,4,3,3,6,3,3.15
102,43,English,White,Female,Actual,Control,11,Order2,,5,,7,7,4,3,1,5,6,7,4,6,7,5,5,7,2,5,5,7,4,6,5.35
102,43,English,White,Female,Actual,Maximize,4,Order2,,6,,7,7,4,3,1,5,6,7,4,6,7,5,5,7,2,5,5,7,4,6,5.35
102,43,English,White,Female,Actual,Maximize,6,Order2,,7,,7,7,4,3,1,5,6,7,4,6,7,5,5,7,2,5,5,7,4,6,5.35
102,43,English,White,Female,Actual,Maximize,12,Order2,,5,,7,7,4,3,1,5,6,7,4,6,7,5,5,7,2,5,5,7,4,6,5.35
102,43,English,White,Female,Actual,Control,5,Order2,,4,,7,7,4,3,1,5,6,7,4,6,7,5,5,7,2,5,5,7,4,6,5.35
102,43,English,White,Female,Actual,Maximize,7,Order2,,7,,7,7,4,3,1,5,6,7,4,6,7,5,5,7,2,5,5,7,4,6,5.35
102,43,English,White,Female,Actual,Maximize,15,Order2,,5,,7,7,4,3,1,5,6,7,4,6,7,5,5,7,2,5,5,7,4,6,5.35
102,43,English,White,Female,Actual,Maximize,2,Order2,,6,,7,7,4,3,1,5,6,7,4,6,7,5,5,7,2,5,5,7,4,6,5.35
102,43,English,White,Female,Actual,Control,18,Order2,,2,,7,7,4,3,1,5,6,7,4,6,7,5,5,7,2,5,5,7,4,6,5.35
102,43,English,White,Female,Actual,Control,13,Order2,,6,,7,7,4,3,1,5,6,7,4,6,7,5,5,7,2,5,5,7,4,6,5.35
102,43,English,White,Female,Actual,Control,10,Order2,,7,,7,7,4,3,1,5,6,7,4,6,7,5,5,7,2,5,5,7,4,6,5.35
102,43,English,White,Female,Actual,Control,8,Order2,,3,,7,7,4,3,1,5,6,7,4,6,7,5,5,7,2,5,5,7,4,6,5.35
102,43,English,White,Female,Actual,Control,14,Order2,,6,,7,7,4,3,1,5,6,7,4,6,7,5,5,7,2,5,5,7,4,6,5.35
102,43,English,White,Female,Actual,Maximize,1,Order2,,6,,7,7,4,3,1,5,6,7,4,6,7,5,5,7,2,5,5,7,4,6,5.35
102,43,English,White,Female,Actual,Control,16,Order2,,6,,7,7,4,3,1,5,6,7,4,6,7,5,5,7,2,5,5,7,4,6,5.35
102,43,English,White,Female,Actual,Control,17,Order2,,5,,7,7,4,3,1,5,6,7,4,6,7,5,5,7,2,5,5,7,4,6,5.35
102,43,English,White,Female,Actual,Control,3,Order2,,6,,7,7,4,3,1,5,6,7,4,6,7,5,5,7,2,5,5,7,4,6,5.35
102,43,English,White,Female,Actual,Maximize,9,Order2,,5,,7,7,4,3,1,5,6,7,4,6,7,5,5,7,2,5,5,7,4,6,5.35
103,28,English,Hispanic,Male,Actual,Control,11,Order2,,7,,1,1,1,7,7,1,7,1,7,1,1,1,7,1,7,1,1,1,7,1,1.6
103,28,English,Hispanic,Male,Actual,Maximize,4,Order2,,7,,1,1,1,7,7,1,7,1,7,1,1,1,7,1,7,1,1,1,7,1,1.6
103,28,English,Hispanic,Male,Actual,Maximize,6,Order2,,7,,1,1,1,7,7,1,7,1,7,1,1,1,7,1,7,1,1,1,7,1,1.6
103,28,English,Hispanic,Male,Actual,Maximize,12,Order2,,6,,1,1,1,7,7,1,7,1,7,1,1,1,7,1,7,1,1,1,7,1,1.6
103,28,English,Hispanic,Male,Actual,Control,5,Order2,,7,,1,1,1,7,7,1,7,1,7,1,1,1,7,1,7,1,1,1,7,1,1.6
103,28,English,Hispanic,Male,Actual,Maximize,7,Order2,,3,,1,1,1,7,7,1,7,1,7,1,1,1,7,1,7,1,1,1,7,1,1.6
103,28,English,Hispanic,Male,Actual,Maximize,15,Order2,,7,,1,1,1,7,7,1,7,1,7,1,1,1,7,1,7,1,1,1,7,1,1.6
103,28,English,Hispanic,Male,Actual,Maximize,2,Order2,,5,,1,1,1,7,7,1,7,1,7,1,1,1,7,1,7,1,1,1,7,1,1.6
103,28,English,Hispanic,Male,Actual,Control,18,Order2,,5,,1,1,1,7,7,1,7,1,7,1,1,1,7,1,7,1,1,1,7,1,1.6
103,28,English,Hispanic,Male,Actual,Control,13,Order2,,7,,1,1,1,7,7,1,7,1,7,1,1,1,7,1,7,1,1,1,7,1,1.6
103,28,English,Hispanic,Male,Actual,Control,10,Order2,,5,,1,1,1,7,7,1,7,1,7,1,1,1,7,1,7,1,1,1,7,1,1.6
103,28,English,Hispanic,Male,Actual,Control,8,Order2,,5,,1,1,1,7,7,1,7,1,7,1,1,1,7,1,7,1,1,1,7,1,1.6
103,28,English,Hispanic,Male,Actual,Control,14,Order2,,7,,1,1,1,7,7,1,7,1,7,1,1,1,7,1,7,1,1,1,7,1,1.6
103,28,English,Hispanic,Male,Actual,Maximize,1,Order2,,5,,1,1,1,7,7,1,7,1,7,1,1,1,7,1,7,1,1,1,7,1,1.6
103,28,English,Hispanic,Male,Actual,Control,16,Order2,,7,,1,1,1,7,7,1,7,1,7,1,1,1,7,1,7,1,1,1,7,1,1.6
103,28,English,Hispanic,Male,Actual,Control,17,Order2,,7,,1,1,1,7,7,1,7,1,7,1,1,1,7,1,7,1,1,1,7,1,1.6
103,28,English,Hispanic,Male,Actual,Control,3,Order2,,6,,1,1,1,7,7,1,7,1,7,1,1,1,7,1,7,1,1,1,7,1,1.6
103,28,English,Hispanic,Male,Actual,Maximize,9,Order2,,4,,1,1,1,7,7,1,7,1,7,1,1,1,7,1,7,1,1,1,7,1,1.6
104,33,English,Hispanic,Female,Actual,Control,11,Order2,,2,,5,5,5,3,5,4,5,5,3,5,5,5,3,4,5,5,5,5,3,5,4.8
104,33,English,Hispanic,Female,Actual,Maximize,4,Order2,,4,,5,5,5,3,5,4,5,5,3,5,5,5,3,4,5,5,5,5,3,5,4.8
104,33,English,Hispanic,Female,Actual,Maximize,6,Order2,,3,,5,5,5,3,5,4,5,5,3,5,5,5,3,4,5,5,5,5,3,5,4.8
104,33,English,Hispanic,Female,Actual,Maximize,12,Order2,,5,,5,5,5,3,5,4,5,5,3,5,5,5,3,4,5,5,5,5,3,5,4.8
104,33,English,Hispanic,Female,Actual,Control,5,Order2,,6,,5,5,5,3,5,4,5,5,3,5,5,5,3,4,5,5,5,5,3,5,4.8
104,33,English,Hispanic,Female,Actual,Maximize,7,Order2,,6,,5,5,5,3,5,4,5,5,3,5,5,5,3,4,5,5,5,5,3,5,4.8
104,33,English,Hispanic,Female,Actual,Maximize,15,Order2,,6,,5,5,5,3,5,4,5,5,3,5,5,5,3,4,5,5,5,5,3,5,4.8
104,33,English,Hispanic,Female,Actual,Maximize,2,Order2,,6,,5,5,5,3,5,4,5,5,3,5,5,5,3,4,5,5,5,5,3,5,4.8
104,33,English,Hispanic,Female,Actual,Control,18,Order2,,1,,5,5,5,3,5,4,5,5,3,5,5,5,3,4,5,5,5,5,3,5,4.8
104,33,English,Hispanic,Female,Actual,Control,13,Order2,,6,,5,5,5,3,5,4,5,5,3,5,5,5,3,4,5,5,5,5,3,5,4.8
104,33,English,Hispanic,Female,Actual,Control,10,Order2,,5,,5,5,5,3,5,4,5,5,3,5,5,5,3,4,5,5,5,5,3,5,4.8
104,33,English,Hispanic,Female,Actual,Control,8,Order2,,5,,5,5,5,3,5,4,5,5,3,5,5,5,3,4,5,5,5,5,3,5,4.8
104,33,English,Hispanic,Female,Actual,Control,14,Order2,,5,,5,5,5,3,5,4,5,5,3,5,5,5,3,4,5,5,5,5,3,5,4.8
104,33,English,Hispanic,Female,Actual,Maximize,1,Order2,,5,,5,5,5,3,5,4,5,5,3,5,5,5,3,4,5,5,5,5,3,5,4.8
104,33,English,Hispanic,Female,Actual,Control,16,Order2,,6,,5,5,5,3,5,4,5,5,3,5,5,5,3,4,5,5,5,5,3,5,4.8
104,33,English,Hispanic,Female,Actual,Control,17,Order2,,5,,5,5,5,3,5,4,5,5,3,5,5,5,3,4,5,5,5,5,3,5,4.8
104,33,English,Hispanic,Female,Actual,Control,3,Order2,,5,,5,5,5,3,5,4,5,5,3,5,5,5,3,4,5,5,5,5,3,5,4.8
104,33,English,Hispanic,Female,Actual,Maximize,9,Order2,,5,,5,5,5,3,5,4,5,5,3,5,5,5,3,4,5,5,5,5,3,5,4.8
105,36,English,White,Male,Actual,Control,11,Order2,,6,,1,1,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,7,1,1
105,36,English,White,Male,Actual,Maximize,4,Order2,,6,,1,1,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,7,1,1
105,36,English,White,Male,Actual,Maximize,6,Order2,,5,,1,1,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,7,1,1
105,36,English,White,Male,Actual,Maximize,12,Order2,,6,,1,1,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,7,1,1
105,36,English,White,Male,Actual,Control,5,Order2,,7,,1,1,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,7,1,1
105,36,English,White,Male,Actual,Maximize,7,Order2,,7,,1,1,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,7,1,1
105,36,English,White,Male,Actual,Maximize,15,Order2,,5,,1,1,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,7,1,1
105,36,English,White,Male,Actual,Maximize,2,Order2,,7,,1,1,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,7,1,1
105,36,English,White,Male,Actual,Control,18,Order2,,4,,1,1,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,7,1,1
105,36,English,White,Male,Actual,Control,13,Order2,,3,,1,1,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,7,1,1
105,36,English,White,Male,Actual,Control,10,Order2,,4,,1,1,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,7,1,1
105,36,English,White,Male,Actual,Control,8,Order2,,5,,1,1,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,7,1,1
105,36,English,White,Male,Actual,Control,14,Order2,,6,,1,1,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,7,1,1
105,36,English,White,Male,Actual,Maximize,1,Order2,,7,,1,1,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,7,1,1
105,36,English,White,Male,Actual,Control,16,Order2,,4,,1,1,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,7,1,1
105,36,English,White,Male,Actual,Control,17,Order2,,5,,1,1,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,7,1,1
105,36,English,White,Male,Actual,Control,3,Order2,,6,,1,1,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,7,1,1
105,36,English,White,Male,Actual,Maximize,9,Order2,,3,,1,1,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,7,1,1
106,26,English,White,Female,Actual,Control,11,Order2,,5,,3,6,5,7,6,3,7,4,7,4,1,7,5,3,7,3,5,4,6,7,3.8
106,26,English,White,Female,Actual,Maximize,4,Order2,,3,,3,6,5,7,6,3,7,4,7,4,1,7,5,3,7,3,5,4,6,7,3.8
106,26,English,White,Female,Actual,Maximize,6,Order2,,7,,3,6,5,7,6,3,7,4,7,4,1,7,5,3,7,3,5,4,6,7,3.8
106,26,English,White,Female,Actual,Maximize,12,Order2,,5,,3,6,5,7,6,3,7,4,7,4,1,7,5,3,7,3,5,4,6,7,3.8
106,26,English,White,Female,Actual,Control,5,Order2,,6,,3,6,5,7,6,3,7,4,7,4,1,7,5,3,7,3,5,4,6,7,3.8
106,26,English,White,Female,Actual,Maximize,7,Order2,,4,,3,6,5,7,6,3,7,4,7,4,1,7,5,3,7,3,5,4,6,7,3.8
106,26,English,White,Female,Actual,Maximize,15,Order2,,6,,3,6,5,7,6,3,7,4,7,4,1,7,5,3,7,3,5,4,6,7,3.8
106,26,English,White,Female,Actual,Maximize,2,Order2,,7,,3,6,5,7,6,3,7,4,7,4,1,7,5,3,7,3,5,4,6,7,3.8
106,26,English,White,Female,Actual,Control,18,Order2,,1,,3,6,5,7,6,3,7,4,7,4,1,7,5,3,7,3,5,4,6,7,3.8
106,26,English,White,Female,Actual,Control,13,Order2,,3,,3,6,5,7,6,3,7,4,7,4,1,7,5,3,7,3,5,4,6,7,3.8
106,26,English,White,Female,Actual,Control,10,Order2,,4,,3,6,5,7,6,3,7,4,7,4,1,7,5,3,7,3,5,4,6,7,3.8
106,26,English,White,Female,Actual,Control,8,Order2,,5,,3,6,5,7,6,3,7,4,7,4,1,7,5,3,7,3,5,4,6,7,3.8
106,26,English,White,Female,Actual,Control,14,Order2,,4,,3,6,5,7,6,3,7,4,7,4,1,7,5,3,7,3,5,4,6,7,3.8
106,26,English,White,Female,Actual,Maximize,1,Order2,,2,,3,6,5,7,6,3,7,4,7,4,1,7,5,3,7,3,5,4,6,7,3.8
106,26,English,White,Female,Actual,Control,16,Order2,,5,,3,6,5,7,6,3,7,4,7,4,1,7,5,3,7,3,5,4,6,7,3.8
106,26,English,White,Female,Actual,Control,17,Order2,,3,,3,6,5,7,6,3,7,4,7,4,1,7,5,3,7,3,5,4,6,7,3.8
106,26,English,White,Female,Actual,Control,3,Order2,,4,,3,6,5,7,6,3,7,4,7,4,1,7,5,3,7,3,5,4,6,7,3.8
106,26,English,White,Female,Actual,Maximize,9,Order2,,4,,3,6,5,7,6,3,7,4,7,4,1,7,5,3,7,3,5,4,6,7,3.8
107,28,English,White,Female,Actual,Control,11,Order2,,6,,7,5,6,2,3,4,7,4,2,3,6,6,2,5,1,7,7,4,1,7,5.65
107,29,English,White,Female,Actual,Maximize,4,Order2,,6,,7,5,6,2,3,4,7,4,2,3,6,6,2,5,1,7,7,4,1,7,5.65
107,30,English,White,Female,Actual,Maximize,6,Order2,,4,,7,5,6,2,3,4,7,4,2,3,6,6,2,5,1,7,7,4,1,7,5.65
107,31,English,White,Female,Actual,Maximize,12,Order2,,5,,7,5,6,2,3,4,7,4,2,3,6,6,2,5,1,7,7,4,1,7,5.65
107,32,English,White,Female,Actual,Control,5,Order2,,4,,7,5,6,2,3,4,7,4,2,3,6,6,2,5,1,7,7,4,1,7,5.65
107,33,English,White,Female,Actual,Maximize,7,Order2,,3,,7,5,6,2,3,4,7,4,2,3,6,6,2,5,1,7,7,4,1,7,5.65
107,34,English,White,Female,Actual,Maximize,15,Order2,,2,,7,5,6,2,3,4,7,4,2,3,6,6,2,5,1,7,7,4,1,7,5.65
107,35,English,White,Female,Actual,Maximize,2,Order2,,3,,7,5,6,2,3,4,7,4,2,3,6,6,2,5,1,7,7,4,1,7,5.65
107,36,English,White,Female,Actual,Control,18,Order2,,6,,7,5,6,2,3,4,7,4,2,3,6,6,2,5,1,7,7,4,1,7,5.65
107,37,English,White,Female,Actual,Control,13,Order2,,7,,7,5,6,2,3,4,7,4,2,3,6,6,2,5,1,7,7,4,1,7,5.65
107,38,English,White,Female,Actual,Control,10,Order2,,4,,7,5,6,2,3,4,7,4,2,3,6,6,2,5,1,7,7,4,1,7,5.65
107,39,English,White,Female,Actual,Control,8,Order2,,3,,7,5,6,2,3,4,7,4,2,3,6,6,2,5,1,7,7,4,1,7,5.65
107,40,English,White,Female,Actual,Control,14,Order2,,4,,7,5,6,2,3,4,7,4,2,3,6,6,2,5,1,7,7,4,1,7,5.65
107,41,English,White,Female,Actual,Maximize,1,Order2,,3,,7,5,6,2,3,4,7,4,2,3,6,6,2,5,1,7,7,4,1,7,5.65
107,42,English,White,Female,Actual,Control,16,Order2,,5,,7,5,6,2,3,4,7,4,2,3,6,6,2,5,1,7,7,4,1,7,5.65
107,43,English,White,Female,Actual,Control,17,Order2,,5,,7,5,6,2,3,4,7,4,2,3,6,6,2,5,1,7,7,4,1,7,5.65
107,44,English,White,Female,Actual,Control,3,Order2,,7,,7,5,6,2,3,4,7,4,2,3,6,6,2,5,1,7,7,4,1,7,5.65
107,45,English,White,Female,Actual,Maximize,9,Order2,,5,,7,5,6,2,3,4,7,4,2,3,6,6,2,5,1,7,7,4,1,7,5.65
108,57,English,White,Male,Actual,Control,11,Order2,,3,,7,7,1,5,1,5,6,7,6,6,2,1,6,7,1,2,4,7,4,4,4.25
108,57,English,White,Male,Actual,Maximize,4,Order2,,4,,7,7,1,5,1,5,6,7,6,6,2,1,6,7,1,2,4,7,4,4,4.25
108,57,English,White,Male,Actual,Maximize,6,Order2,,6,,7,7,1,5,1,5,6,7,6,6,2,1,6,7,1,2,4,7,4,4,4.25
108,57,English,White,Male,Actual,Maximize,12,Order2,,4,,7,7,1,5,1,5,6,7,6,6,2,1,6,7,1,2,4,7,4,4,4.25
108,57,English,White,Male,Actual,Control,5,Order2,,4,,7,7,1,5,1,5,6,7,6,6,2,1,6,7,1,2,4,7,4,4,4.25
108,57,English,White,Male,Actual,Maximize,7,Order2,,4,,7,7,1,5,1,5,6,7,6,6,2,1,6,7,1,2,4,7,4,4,4.25
108,57,English,White,Male,Actual,Maximize,15,Order2,,5,,7,7,1,5,1,5,6,7,6,6,2,1,6,7,1,2,4,7,4,4,4.25
108,57,English,White,Male,Actual,Maximize,2,Order2,,7,,7,7,1,5,1,5,6,7,6,6,2,1,6,7,1,2,4,7,4,4,4.25
108,57,English,White,Male,Actual,Control,18,Order2,,1,,7,7,1,5,1,5,6,7,6,6,2,1,6,7,1,2,4,7,4,4,4.25
108,57,English,White,Male,Actual,Control,13,Order2,,6,,7,7,1,5,1,5,6,7,6,6,2,1,6,7,1,2,4,7,4,4,4.25
108,57,English,White,Male,Actual,Control,10,Order2,,5,,7,7,1,5,1,5,6,7,6,6,2,1,6,7,1,2,4,7,4,4,4.25
108,57,English,White,Male,Actual,Control,8,Order2,,5,,7,7,1,5,1,5,6,7,6,6,2,1,6,7,1,2,4,7,4,4,4.25
108,57,English,White,Male,Actual,Control,14,Order2,,5,,7,7,1,5,1,5,6,7,6,6,2,1,6,7,1,2,4,7,4,4,4.25
108,57,English,White,Male,Actual,Maximize,1,Order2,,4,,7,7,1,5,1,5,6,7,6,6,2,1,6,7,1,2,4,7,4,4,4.25
108,57,English,White,Male,Actual,Control,16,Order2,,5,,7,7,1,5,1,5,6,7,6,6,2,1,6,7,1,2,4,7,4,4,4.25
108,57,English,White,Male,Actual,Control,17,Order2,,4,,7,7,1,5,1,5,6,7,6,6,2,1,6,7,1,2,4,7,4,4,4.25
108,57,English,White,Male,Actual,Control,3,Order2,,4,,7,7,1,5,1,5,6,7,6,6,2,1,6,7,1,2,4,7,4,4,4.25
108,57,English,White,Male,Actual,Maximize,9,Order2,,4,,7,7,1,5,1,5,6,7,6,6,2,1,6,7,1,2,4,7,4,4,4.25
109,47,English,White,Male,Actual,Control,11,Order2,,4,,7,6,5,3,6,6,6,6,4,3,4,5,4,7,2,4,5,7,4,6,5.3
109,47,English,White,Male,Actual,Maximize,4,Order2,,5,,7,6,5,3,6,6,6,6,4,3,4,5,4,7,2,4,5,7,4,6,5.3
109,47,English,White,Male,Actual,Maximize,6,Order2,,5,,7,6,5,3,6,6,6,6,4,3,4,5,4,7,2,4,5,7,4,6,5.3
109,47,English,White,Male,Actual,Maximize,12,Order2,,6,,7,6,5,3,6,6,6,6,4,3,4,5,4,7,2,4,5,7,4,6,5.3
109,47,English,White,Male,Actual,Control,5,Order2,,4,,7,6,5,3,6,6,6,6,4,3,4,5,4,7,2,4,5,7,4,6,5.3
109,47,English,White,Male,Actual,Maximize,7,Order2,,5,,7,6,5,3,6,6,6,6,4,3,4,5,4,7,2,4,5,7,4,6,5.3
109,47,English,White,Male,Actual,Maximize,15,Order2,,5,,7,6,5,3,6,6,6,6,4,3,4,5,4,7,2,4,5,7,4,6,5.3
109,47,English,White,Male,Actual,Maximize,2,Order2,,7,,7,6,5,3,6,6,6,6,4,3,4,5,4,7,2,4,5,7,4,6,5.3
109,47,English,White,Male,Actual,Control,18,Order2,,1,,7,6,5,3,6,6,6,6,4,3,4,5,4,7,2,4,5,7,4,6,5.3
109,47,English,White,Male,Actual,Control,13,Order2,,5,,7,6,5,3,6,6,6,6,4,3,4,5,4,7,2,4,5,7,4,6,5.3
109,47,English,White,Male,Actual,Control,10,Order2,,4,,7,6,5,3,6,6,6,6,4,3,4,5,4,7,2,4,5,7,4,6,5.3
109,47,English,White,Male,Actual,Control,8,Order2,,4,,7,6,5,3,6,6,6,6,4,3,4,5,4,7,2,4,5,7,4,6,5.3
109,47,English,White,Male,Actual,Control,14,Order2,,5,,7,6,5,3,6,6,6,6,4,3,4,5,4,7,2,4,5,7,4,6,5.3
109,47,English,White,Male,Actual,Maximize,1,Order2,,5,,7,6,5,3,6,6,6,6,4,3,4,5,4,7,2,4,5,7,4,6,5.3
109,47,English,White,Male,Actual,Control,16,Order2,,5,,7,6,5,3,6,6,6,6,4,3,4,5,4,7,2,4,5,7,4,6,5.3
109,47,English,White,Male,Actual,Control,17,Order2,,4,,7,6,5,3,6,6,6,6,4,3,4,5,4,7,2,4,5,7,4,6,5.3
109,47,English,White,Male,Actual,Control,3,Order2,,4,,7,6,5,3,6,6,6,6,4,3,4,5,4,7,2,4,5,7,4,6,5.3
